id,db_id,query,question,query_res
19,college_3,"SELECT Fname ,  Lname FROM FACULTY WHERE sex  =  ""M"" AND Building  =  ""NEB""",What are the full names of faculties with sex M and who live in building NEB?,"('Mark', 'Giuliano')
('Michael', 'Goodrich')
('Gerald', 'Masson')
('David', 'Yarowsky')
('Scott', 'Smith')
('Louis', 'Beach')
('Baruch', 'Awerbuch')
('Russell', 'Taylor')
('Eric', 'Brill')
('Subodh', 'Kumar')
('Lawrence', 'Wolff')
('Steven', 'Salzberg')
('Yair', 'Amir')
('Rao', 'Kosaraju')
('Arthur', 'Delcher')
"
20,college_3,"SELECT Room FROM FACULTY WHERE Rank  =  ""Professor"" AND Building  =  ""NEB""",Find the rooms of faculties with rank professor who live in building NEB.,"('219',)
('224B',)
('220',)
('317',)
('319',)
"
21,college_3,"SELECT Room FROM FACULTY WHERE Rank  =  ""Professor"" AND Building  =  ""NEB""",What are the rooms for members of the faculty who are professors and who live in building NEB?,"('219',)
('224B',)
('220',)
('317',)
('319',)
"
22,college_3,"SELECT DName FROM DEPARTMENT WHERE Building  =  ""Mergenthaler""","Find the department name that is in Building ""Mergenthaler"".","('History of Art',)
('Economics',)
('Political Science',)
"
23,college_3,"SELECT DName FROM DEPARTMENT WHERE Building  =  ""Mergenthaler""",What is the name of the department in the Building Mergenthaler?,"('History of Art',)
('Economics',)
('Political Science',)
"
24,college_3,SELECT * FROM COURSE ORDER BY Credits,List all information about courses sorted by credits in the ascending order.,"('600.103', 'INTRODUCTION TO COMPUTER SCIENCE', 1, 4230, 'Th', '4', 600)
('600.303', 'SUPERCOMPUTING', 1, 9826, 'W', '4-6:20', 600)
('600.601', 'COMPUTER SCIENCE SEMINAR', 1, 6191, 'ThF', '10:30-12', 600)
('050.802', 'RESEARCH SEMINAR IN COGNITIVE PROCESSES', 1, 9011, 'W', '1-3', 50)
('550.790', 'TOPICS IN APPLIED MATH', 2, 2881, 'MT', '4:30-6', 550)
('600.101', 'COMPUTER LITERACY', 3, 6112, 'MTW', '3', 600)
('600.107', 'INTRO TO PROGRAMMING IN JAVA', 3, 1193, 'MTW', '3', 600)
('600.109', 'INTRO TO PROGRAMMING IN C/C++', 3, 4230, 'MTW', '12', 600)
('600.113', 'EXPLORING THE INTERNET', 3, 6112, 'MTW', '4', 600)
('600.121', 'JAVA PROGRAMMING', 3, 6112, 'ThF', '10:30-12', 600)
('600.211', 'UNIX SYSTEMS PROGRAMMING', 3, 6112, 'ThF', '1-2:15', 600)
('600.227', 'DATA STRUCTURES in JAVA', 3, 1121, 'MTW', '9', 600)
('600.232', 'MULTIMEDIA COMPUTING', 3, 9826, 'MW', '1-2:30', 600)
('600.271', 'COMPUTATIONAL MODELS', 3, 9172, 'MTW', '1', 600)
('600.315', 'DATABASE SYSTEMS', 3, 2192, 'ThF', '2:30-4', 600)
('600.333', 'COMPUTER SYSTEM FUNDAMENTALS', 3, 1148, 'MTW', '8', 600)
('600.337', 'DISTRIBUTED SYSTEMS', 3, 8918, 'M', '3', 600)
('600.363', 'INTRODUCTION TO ALGORITHMS', 3, 7712, 'MTW', '9', 600)
('600.415', 'DATABASE SYSTEMS', 3, 2192, 'ThF', '2:30-4', 600)
('600.433', 'COMPUTER SYSTEMS', 3, 1148, 'MTW', '8', 600)
('600.437', 'DISTRIBUTED SYSTEMS', 3, 8918, 'M', '3', 600)
('600.445', 'QUANTITATIVE MEDICAL COMPUTING', 3, 7723, 'ThF', '1-2:15', 600)
('600.461', 'COMPUTER VISION', 3, 8114, 'MTW', '1', 600)
('600.463', 'ALGORITHMS I', 3, 7712, 'MTW', '9', 600)
('600.465', 'INTRO TO NATURAL LANGUAGE PROCESSING', 3, 7792, 'MTW', '2', 600)
('600.509', 'COMPUTER SCIENCE INTERNSHIP', 3, 1121, 'M', '1', 600)
('600.657', 'HIGH PERFORMANCE GRAPHICS AND MODELING', 3, 8423, 'M', '4-5:30', 600)
('600.787', 'SEMINAR ON COMPUTATIONAL GEOMETRY', 3, 1121, 'Th', '2', 600)
('500.203', 'ACCOUNTING I', 3, 9823, 'T', '6:15-8:45', 550)
('500.204', 'ACCOUNTING II', 3, 9823, 'Th', '6:15-8:45', 550)
('500.205', 'BUSINESS LAW I', 3, 8791, 'W', '6:15-8:45', 550)
('500.206', 'BUSINESS LAW II', 3, 8791, 'M', '6:15-8:45', 550)
('550.620', 'PROBABILITY THEORY I', 3, 2738, 'MTW', '2', 550)
('550.626', 'STOCHASTIC PROCESSES II', 3, 8102, 'MTW', '1', 550)
('550.631', 'STATISTICAL INFERENCE', 3, 6182, 'MTW', '3', 550)
('550.661', 'FOUNDATIONS OF OPTIMIZATION', 3, 9823, 'MTW', '10', 550)
('550.671', 'COMBINATORIAL ANALYSIS', 3, 8772, 'MTW', '12', 550)
('550.681', 'NUMERICAL ANALYSIS', 3, 6541, 'MTW', '11', 550)
('550.721', 'PERCOLATION THEORY', 3, 8122, 'MTW', '9', 550)
('550.750', 'TOPICS IN OPERATIONS RESEARCH', 3, 9922, 'MW', '3-4:30', 550)
('520.137', 'INTRODUCTION TO ECE', 3, 8723, 'MTW', '11', 520)
('520.219', 'FIELDS, MATTER AND WAVES', 3, 9210, 'MTW', '3', 520)
('520.325', 'INTEGRATED ELECTRONICS', 3, 6191, 'MTW', '3', 520)
('520.345', 'ECE LABORATORY', 3, 1823, 'W', '2', 520)
('520.349', 'MICROPROCESSOR LAB I', 3, 9824, 'Th', '8', 520)
('520.353', 'CONTROL SYSTEMS', 3, 6925, 'MTW', '10', 520)
('520.401', 'BASIC COMMUNICATIONS', 3, 6191, 'MTW', '1', 520)
('520.410', 'FIBER OPTICS AND PHOTONICS', 3, 6191, 'MTW', '1', 520)
('520.419', 'ITERATIVE ALGORITHMS', 3, 2119, 'MT', '4-5:15', 520)
('520.421', 'INTRODUCTION TO NON-LINEAR SYSTEMS', 3, 7231, 'MTW', '9', 520)
('520.432', 'TOPICS IN MEDICAL IMAGING SYSTEMS', 3, 9514, 'TTh', '8:30-10', 520)
('520.475', 'PROCESSING AND RECOGNITION OF SPEECH', 3, 6330, 'TW', '2-3:30', 520)
('520.490', 'ANALOG AND DIGITAL VLSI SYSTEMS', 3, 8722, 'ThF', '10:30-12', 520)
('520.605', 'SOLID STATE PHYSICS', 3, 9379, 'Tu', '1-4', 520)
('520.609', 'NONLINEAR TECHNICAL IMAGE PROCESSING', 3, 7134, 'Th', '1-4', 520)
('520.651', 'RANDOM SIGNAL ANALYSIS', 3, 9514, 'ThF', '10:30-12', 520)
('050.102', 'LANGUAGE AND MIND', 3, 4432, 'MTW', '10', 50)
('050.109', 'MIND, BRAIN, COMPUTERS', 3, 6910, 'MW', '2-3:15', 50)
('050.325', 'SOUND STRUCTURES IN NATURAL LANGUAGE', 3, 4432, 'T', '10-12', 50)
('050.370', 'FORMAL METHODS IN COGNITIVE SCIENCE', 3, 6910, 'MW', '11:30', 50)
('050.381', 'LANGUAGE DEVELOPMENT', 3, 8989, 'T', '1-3', 50)
('050.427', 'THE HISTORY OF ROMANCE LANGUAGES', 3, 4432, 'W', '1-3', 50)
('050.670', 'FORMAL METHODS IN COGNITIVE SCIENCE', 3, 4432, 'MW', '11:30-12:45', 50)
('050.821', 'COMP. MODELS OF SENTENCE PROCESSING', 3, 5718, 'M', '1-4', 50)
('550.111', 'STATISTICAL ANALYSIS', 4, 2311, 'MTW', '12', 550)
('550.171', 'DISCRETE MATHEMATICS', 4, 8772, 'MTW', '11', 550)
('550.291', 'LINEAR ALGEBRA AND DIFFERENTIAL EQNS', 4, 6541, 'MTW', '9', 550)
('550.310', 'PROBABILITY AND STATISTICS', 4, 8102, 'MTW', '10', 550)
('550.361', 'INTRODUCTION TO OPTIMIZATION', 4, 2881, 'MTW', '2', 550)
('550.413', 'APPLIED STATISTICS AND DATA ANALYSIS', 4, 1177, 'MTW', '11', 550)
('550.420', 'INTRODUCTION TO PROBABILITY', 4, 2738, 'MTW', '1', 550)
('550.471', 'COMBINATORIAL ANALYSIS', 4, 8772, 'MTW', '12', 550)
('520.213', 'CIRCUITS', 4, 9210, 'MTW', '2', 520)
('520.435', 'DIGITAL SIGNAL PROCESSING', 4, 8118, 'MTW', '11', 520)
('520.603', 'ELECTROMAGNETIC WAVES', 4, 9210, 'Th', '1-4:30', 520)
('050.203', 'COGNITIVE NEUROSCIENCE', 4, 9011, 'MT', '3:30-4:45', 50)
"
25,college_3,SELECT * FROM COURSE ORDER BY Credits,"What is all the information about courses, ordered by credits ascending?","('600.103', 'INTRODUCTION TO COMPUTER SCIENCE', 1, 4230, 'Th', '4', 600)
('600.303', 'SUPERCOMPUTING', 1, 9826, 'W', '4-6:20', 600)
('600.601', 'COMPUTER SCIENCE SEMINAR', 1, 6191, 'ThF', '10:30-12', 600)
('050.802', 'RESEARCH SEMINAR IN COGNITIVE PROCESSES', 1, 9011, 'W', '1-3', 50)
('550.790', 'TOPICS IN APPLIED MATH', 2, 2881, 'MT', '4:30-6', 550)
('600.101', 'COMPUTER LITERACY', 3, 6112, 'MTW', '3', 600)
('600.107', 'INTRO TO PROGRAMMING IN JAVA', 3, 1193, 'MTW', '3', 600)
('600.109', 'INTRO TO PROGRAMMING IN C/C++', 3, 4230, 'MTW', '12', 600)
('600.113', 'EXPLORING THE INTERNET', 3, 6112, 'MTW', '4', 600)
('600.121', 'JAVA PROGRAMMING', 3, 6112, 'ThF', '10:30-12', 600)
('600.211', 'UNIX SYSTEMS PROGRAMMING', 3, 6112, 'ThF', '1-2:15', 600)
('600.227', 'DATA STRUCTURES in JAVA', 3, 1121, 'MTW', '9', 600)
('600.232', 'MULTIMEDIA COMPUTING', 3, 9826, 'MW', '1-2:30', 600)
('600.271', 'COMPUTATIONAL MODELS', 3, 9172, 'MTW', '1', 600)
('600.315', 'DATABASE SYSTEMS', 3, 2192, 'ThF', '2:30-4', 600)
('600.333', 'COMPUTER SYSTEM FUNDAMENTALS', 3, 1148, 'MTW', '8', 600)
('600.337', 'DISTRIBUTED SYSTEMS', 3, 8918, 'M', '3', 600)
('600.363', 'INTRODUCTION TO ALGORITHMS', 3, 7712, 'MTW', '9', 600)
('600.415', 'DATABASE SYSTEMS', 3, 2192, 'ThF', '2:30-4', 600)
('600.433', 'COMPUTER SYSTEMS', 3, 1148, 'MTW', '8', 600)
('600.437', 'DISTRIBUTED SYSTEMS', 3, 8918, 'M', '3', 600)
('600.445', 'QUANTITATIVE MEDICAL COMPUTING', 3, 7723, 'ThF', '1-2:15', 600)
('600.461', 'COMPUTER VISION', 3, 8114, 'MTW', '1', 600)
('600.463', 'ALGORITHMS I', 3, 7712, 'MTW', '9', 600)
('600.465', 'INTRO TO NATURAL LANGUAGE PROCESSING', 3, 7792, 'MTW', '2', 600)
('600.509', 'COMPUTER SCIENCE INTERNSHIP', 3, 1121, 'M', '1', 600)
('600.657', 'HIGH PERFORMANCE GRAPHICS AND MODELING', 3, 8423, 'M', '4-5:30', 600)
('600.787', 'SEMINAR ON COMPUTATIONAL GEOMETRY', 3, 1121, 'Th', '2', 600)
('500.203', 'ACCOUNTING I', 3, 9823, 'T', '6:15-8:45', 550)
('500.204', 'ACCOUNTING II', 3, 9823, 'Th', '6:15-8:45', 550)
('500.205', 'BUSINESS LAW I', 3, 8791, 'W', '6:15-8:45', 550)
('500.206', 'BUSINESS LAW II', 3, 8791, 'M', '6:15-8:45', 550)
('550.620', 'PROBABILITY THEORY I', 3, 2738, 'MTW', '2', 550)
('550.626', 'STOCHASTIC PROCESSES II', 3, 8102, 'MTW', '1', 550)
('550.631', 'STATISTICAL INFERENCE', 3, 6182, 'MTW', '3', 550)
('550.661', 'FOUNDATIONS OF OPTIMIZATION', 3, 9823, 'MTW', '10', 550)
('550.671', 'COMBINATORIAL ANALYSIS', 3, 8772, 'MTW', '12', 550)
('550.681', 'NUMERICAL ANALYSIS', 3, 6541, 'MTW', '11', 550)
('550.721', 'PERCOLATION THEORY', 3, 8122, 'MTW', '9', 550)
('550.750', 'TOPICS IN OPERATIONS RESEARCH', 3, 9922, 'MW', '3-4:30', 550)
('520.137', 'INTRODUCTION TO ECE', 3, 8723, 'MTW', '11', 520)
('520.219', 'FIELDS, MATTER AND WAVES', 3, 9210, 'MTW', '3', 520)
('520.325', 'INTEGRATED ELECTRONICS', 3, 6191, 'MTW', '3', 520)
('520.345', 'ECE LABORATORY', 3, 1823, 'W', '2', 520)
('520.349', 'MICROPROCESSOR LAB I', 3, 9824, 'Th', '8', 520)
('520.353', 'CONTROL SYSTEMS', 3, 6925, 'MTW', '10', 520)
('520.401', 'BASIC COMMUNICATIONS', 3, 6191, 'MTW', '1', 520)
('520.410', 'FIBER OPTICS AND PHOTONICS', 3, 6191, 'MTW', '1', 520)
('520.419', 'ITERATIVE ALGORITHMS', 3, 2119, 'MT', '4-5:15', 520)
('520.421', 'INTRODUCTION TO NON-LINEAR SYSTEMS', 3, 7231, 'MTW', '9', 520)
('520.432', 'TOPICS IN MEDICAL IMAGING SYSTEMS', 3, 9514, 'TTh', '8:30-10', 520)
('520.475', 'PROCESSING AND RECOGNITION OF SPEECH', 3, 6330, 'TW', '2-3:30', 520)
('520.490', 'ANALOG AND DIGITAL VLSI SYSTEMS', 3, 8722, 'ThF', '10:30-12', 520)
('520.605', 'SOLID STATE PHYSICS', 3, 9379, 'Tu', '1-4', 520)
('520.609', 'NONLINEAR TECHNICAL IMAGE PROCESSING', 3, 7134, 'Th', '1-4', 520)
('520.651', 'RANDOM SIGNAL ANALYSIS', 3, 9514, 'ThF', '10:30-12', 520)
('050.102', 'LANGUAGE AND MIND', 3, 4432, 'MTW', '10', 50)
('050.109', 'MIND, BRAIN, COMPUTERS', 3, 6910, 'MW', '2-3:15', 50)
('050.325', 'SOUND STRUCTURES IN NATURAL LANGUAGE', 3, 4432, 'T', '10-12', 50)
('050.370', 'FORMAL METHODS IN COGNITIVE SCIENCE', 3, 6910, 'MW', '11:30', 50)
('050.381', 'LANGUAGE DEVELOPMENT', 3, 8989, 'T', '1-3', 50)
('050.427', 'THE HISTORY OF ROMANCE LANGUAGES', 3, 4432, 'W', '1-3', 50)
('050.670', 'FORMAL METHODS IN COGNITIVE SCIENCE', 3, 4432, 'MW', '11:30-12:45', 50)
('050.821', 'COMP. MODELS OF SENTENCE PROCESSING', 3, 5718, 'M', '1-4', 50)
('550.111', 'STATISTICAL ANALYSIS', 4, 2311, 'MTW', '12', 550)
('550.171', 'DISCRETE MATHEMATICS', 4, 8772, 'MTW', '11', 550)
('550.291', 'LINEAR ALGEBRA AND DIFFERENTIAL EQNS', 4, 6541, 'MTW', '9', 550)
('550.310', 'PROBABILITY AND STATISTICS', 4, 8102, 'MTW', '10', 550)
('550.361', 'INTRODUCTION TO OPTIMIZATION', 4, 2881, 'MTW', '2', 550)
('550.413', 'APPLIED STATISTICS AND DATA ANALYSIS', 4, 1177, 'MTW', '11', 550)
('550.420', 'INTRODUCTION TO PROBABILITY', 4, 2738, 'MTW', '1', 550)
('550.471', 'COMBINATORIAL ANALYSIS', 4, 8772, 'MTW', '12', 550)
('520.213', 'CIRCUITS', 4, 9210, 'MTW', '2', 520)
('520.435', 'DIGITAL SIGNAL PROCESSING', 4, 8118, 'MTW', '11', 520)
('520.603', 'ELECTROMAGNETIC WAVES', 4, 9210, 'Th', '1-4:30', 520)
('050.203', 'COGNITIVE NEUROSCIENCE', 4, 9011, 'MT', '3:30-4:45', 50)
"
26,college_3,SELECT CName FROM COURSE ORDER BY Credits,List the course name of courses sorted by credits.,"('INTRODUCTION TO COMPUTER SCIENCE',)
('SUPERCOMPUTING',)
('COMPUTER SCIENCE SEMINAR',)
('RESEARCH SEMINAR IN COGNITIVE PROCESSES',)
('TOPICS IN APPLIED MATH',)
('COMPUTER LITERACY',)
('INTRO TO PROGRAMMING IN JAVA',)
('INTRO TO PROGRAMMING IN C/C++',)
('EXPLORING THE INTERNET',)
('JAVA PROGRAMMING',)
('UNIX SYSTEMS PROGRAMMING',)
('DATA STRUCTURES in JAVA',)
('MULTIMEDIA COMPUTING',)
('COMPUTATIONAL MODELS',)
('DATABASE SYSTEMS',)
('COMPUTER SYSTEM FUNDAMENTALS',)
('DISTRIBUTED SYSTEMS',)
('INTRODUCTION TO ALGORITHMS',)
('DATABASE SYSTEMS',)
('COMPUTER SYSTEMS',)
('DISTRIBUTED SYSTEMS',)
('QUANTITATIVE MEDICAL COMPUTING',)
('COMPUTER VISION',)
('ALGORITHMS I',)
('INTRO TO NATURAL LANGUAGE PROCESSING',)
('COMPUTER SCIENCE INTERNSHIP',)
('HIGH PERFORMANCE GRAPHICS AND MODELING',)
('SEMINAR ON COMPUTATIONAL GEOMETRY',)
('ACCOUNTING I',)
('ACCOUNTING II',)
('BUSINESS LAW I',)
('BUSINESS LAW II',)
('PROBABILITY THEORY I',)
('STOCHASTIC PROCESSES II',)
('STATISTICAL INFERENCE',)
('FOUNDATIONS OF OPTIMIZATION',)
('COMBINATORIAL ANALYSIS',)
('NUMERICAL ANALYSIS',)
('PERCOLATION THEORY',)
('TOPICS IN OPERATIONS RESEARCH',)
('INTRODUCTION TO ECE',)
('FIELDS, MATTER AND WAVES',)
('INTEGRATED ELECTRONICS',)
('ECE LABORATORY',)
('MICROPROCESSOR LAB I',)
('CONTROL SYSTEMS',)
('BASIC COMMUNICATIONS',)
('FIBER OPTICS AND PHOTONICS',)
('ITERATIVE ALGORITHMS',)
('INTRODUCTION TO NON-LINEAR SYSTEMS',)
('TOPICS IN MEDICAL IMAGING SYSTEMS',)
('PROCESSING AND RECOGNITION OF SPEECH',)
('ANALOG AND DIGITAL VLSI SYSTEMS',)
('SOLID STATE PHYSICS',)
('NONLINEAR TECHNICAL IMAGE PROCESSING',)
('RANDOM SIGNAL ANALYSIS',)
('LANGUAGE AND MIND',)
('MIND, BRAIN, COMPUTERS',)
('SOUND STRUCTURES IN NATURAL LANGUAGE',)
('FORMAL METHODS IN COGNITIVE SCIENCE',)
('LANGUAGE DEVELOPMENT',)
('THE HISTORY OF ROMANCE LANGUAGES',)
('FORMAL METHODS IN COGNITIVE SCIENCE',)
('COMP. MODELS OF SENTENCE PROCESSING',)
('STATISTICAL ANALYSIS',)
('DISCRETE MATHEMATICS',)
('LINEAR ALGEBRA AND DIFFERENTIAL EQNS',)
('PROBABILITY AND STATISTICS',)
('INTRODUCTION TO OPTIMIZATION',)
('APPLIED STATISTICS AND DATA ANALYSIS',)
('INTRODUCTION TO PROBABILITY',)
('COMBINATORIAL ANALYSIS',)
('CIRCUITS',)
('DIGITAL SIGNAL PROCESSING',)
('ELECTROMAGNETIC WAVES',)
('COGNITIVE NEUROSCIENCE',)
"
27,college_3,SELECT CName FROM COURSE ORDER BY Credits,"What are the course names, ordered by credits?","('INTRODUCTION TO COMPUTER SCIENCE',)
('SUPERCOMPUTING',)
('COMPUTER SCIENCE SEMINAR',)
('RESEARCH SEMINAR IN COGNITIVE PROCESSES',)
('TOPICS IN APPLIED MATH',)
('COMPUTER LITERACY',)
('INTRO TO PROGRAMMING IN JAVA',)
('INTRO TO PROGRAMMING IN C/C++',)
('EXPLORING THE INTERNET',)
('JAVA PROGRAMMING',)
('UNIX SYSTEMS PROGRAMMING',)
('DATA STRUCTURES in JAVA',)
('MULTIMEDIA COMPUTING',)
('COMPUTATIONAL MODELS',)
('DATABASE SYSTEMS',)
('COMPUTER SYSTEM FUNDAMENTALS',)
('DISTRIBUTED SYSTEMS',)
('INTRODUCTION TO ALGORITHMS',)
('DATABASE SYSTEMS',)
('COMPUTER SYSTEMS',)
('DISTRIBUTED SYSTEMS',)
('QUANTITATIVE MEDICAL COMPUTING',)
('COMPUTER VISION',)
('ALGORITHMS I',)
('INTRO TO NATURAL LANGUAGE PROCESSING',)
('COMPUTER SCIENCE INTERNSHIP',)
('HIGH PERFORMANCE GRAPHICS AND MODELING',)
('SEMINAR ON COMPUTATIONAL GEOMETRY',)
('ACCOUNTING I',)
('ACCOUNTING II',)
('BUSINESS LAW I',)
('BUSINESS LAW II',)
('PROBABILITY THEORY I',)
('STOCHASTIC PROCESSES II',)
('STATISTICAL INFERENCE',)
('FOUNDATIONS OF OPTIMIZATION',)
('COMBINATORIAL ANALYSIS',)
('NUMERICAL ANALYSIS',)
('PERCOLATION THEORY',)
('TOPICS IN OPERATIONS RESEARCH',)
('INTRODUCTION TO ECE',)
('FIELDS, MATTER AND WAVES',)
('INTEGRATED ELECTRONICS',)
('ECE LABORATORY',)
('MICROPROCESSOR LAB I',)
('CONTROL SYSTEMS',)
('BASIC COMMUNICATIONS',)
('FIBER OPTICS AND PHOTONICS',)
('ITERATIVE ALGORITHMS',)
('INTRODUCTION TO NON-LINEAR SYSTEMS',)
('TOPICS IN MEDICAL IMAGING SYSTEMS',)
('PROCESSING AND RECOGNITION OF SPEECH',)
('ANALOG AND DIGITAL VLSI SYSTEMS',)
('SOLID STATE PHYSICS',)
('NONLINEAR TECHNICAL IMAGE PROCESSING',)
('RANDOM SIGNAL ANALYSIS',)
('LANGUAGE AND MIND',)
('MIND, BRAIN, COMPUTERS',)
('SOUND STRUCTURES IN NATURAL LANGUAGE',)
('FORMAL METHODS IN COGNITIVE SCIENCE',)
('LANGUAGE DEVELOPMENT',)
('THE HISTORY OF ROMANCE LANGUAGES',)
('FORMAL METHODS IN COGNITIVE SCIENCE',)
('COMP. MODELS OF SENTENCE PROCESSING',)
('STATISTICAL ANALYSIS',)
('DISCRETE MATHEMATICS',)
('LINEAR ALGEBRA AND DIFFERENTIAL EQNS',)
('PROBABILITY AND STATISTICS',)
('INTRODUCTION TO OPTIMIZATION',)
('APPLIED STATISTICS AND DATA ANALYSIS',)
('INTRODUCTION TO PROBABILITY',)
('COMBINATORIAL ANALYSIS',)
('CIRCUITS',)
('DIGITAL SIGNAL PROCESSING',)
('ELECTROMAGNETIC WAVES',)
('COGNITIVE NEUROSCIENCE',)
"
28,college_3,SELECT Fname FROM STUDENT ORDER BY Age DESC,Find the first name of students in the descending order of age.,"('Bruce',)
('Paul',)
('Sarah',)
('David',)
('Ian',)
('Shiela',)
('Lisa',)
('Dinesh',)
('Jandy',)
('Steven',)
('Michael',)
('David',)
('Eric',)
('Sarah',)
('Eric',)
('Tracy',)
('Eric',)
('George',)
('Eric',)
('Linda',)
('Andy',)
('Lisa',)
('Charles',)
('Arthur',)
('Stacy',)
('Mark',)
('Paul',)
('William',)
('Eric',)
('Derek',)
('Mark',)
('Michael',)
('Jun',)
('Susan',)
"
29,college_3,SELECT Fname FROM STUDENT ORDER BY Age DESC,"What are the first names of students, ordered by age from greatest to least?","('Bruce',)
('Paul',)
('Sarah',)
('David',)
('Ian',)
('Shiela',)
('Lisa',)
('Dinesh',)
('Jandy',)
('Steven',)
('Michael',)
('David',)
('Eric',)
('Sarah',)
('Eric',)
('Tracy',)
('Eric',)
('George',)
('Eric',)
('Linda',)
('Andy',)
('Lisa',)
('Charles',)
('Arthur',)
('Stacy',)
('Mark',)
('Paul',)
('William',)
('Eric',)
('Derek',)
('Mark',)
('Michael',)
('Jun',)
('Susan',)
"
30,college_3,"SELECT LName FROM STUDENT WHERE Sex  =  ""F"" ORDER BY Age DESC",Find the last name of female (sex is F) students in the descending order of age.,"('Schmidt',)
('Jones',)
('Cheng',)
('Nelson',)
('Smith',)
('Kim',)
('Smith',)
('Apap',)
('Prater',)
('Lee',)
"
31,college_3,"SELECT LName FROM STUDENT WHERE Sex  =  ""F"" ORDER BY Age DESC","What are the last names of female students, ordered by age descending?","('Schmidt',)
('Jones',)
('Cheng',)
('Nelson',)
('Smith',)
('Kim',)
('Smith',)
('Apap',)
('Prater',)
('Lee',)
"
32,college_3,"SELECT Lname FROM FACULTY WHERE Building  =  ""Barton"" ORDER BY Lname",Find the last names of faculties in building Barton in alphabetic order.,"('Andreou',)
('Brody',)
('Byrne',)
('Cauwenberghs',)
('Collins',)
('Davidson',)
('Glaser',)
('Goutsias',)
('Hughes',)
('Iglesias',)
('Jelinek',)
('Joseph',)
('Kaplan',)
('Khurgin',)
('Meyer',)
('Prince',)
('Rugh',)
('Runolfsson',)
('Weinert',)
('Westgate',)
"
33,college_3,"SELECT Lname FROM FACULTY WHERE Building  =  ""Barton"" ORDER BY Lname","What are the last names of faculty in building Barton, sorted by last name?","('Andreou',)
('Brody',)
('Byrne',)
('Cauwenberghs',)
('Collins',)
('Davidson',)
('Glaser',)
('Goutsias',)
('Hughes',)
('Iglesias',)
('Jelinek',)
('Joseph',)
('Kaplan',)
('Khurgin',)
('Meyer',)
('Prince',)
('Rugh',)
('Runolfsson',)
('Weinert',)
('Westgate',)
"
34,college_3,"SELECT Fname FROM FACULTY WHERE Rank  =  ""Professor"" ORDER BY Fname",Find the first names of faculties of rank Professor in alphabetic order.,"('Alan',)
('Alexander',)
('Andreas',)
('Baruch',)
('Charles',)
('Daniel',)
('Edward',)
('Frederic',)
('Frederick',)
('Gerald',)
('Gerard',)
('Howard',)
('Jacob',)
('James',)
('John',)
('John',)
('Jong-Shi',)
('Luigi',)
('Michael',)
('Michael',)
('Paul',)
('Rao',)
('Richard',)
('Russell',)
('Shih-Ping',)
('William',)
('Wilson',)
"
35,college_3,"SELECT Fname FROM FACULTY WHERE Rank  =  ""Professor"" ORDER BY Fname","What are the first names for all faculty professors, ordered by first name?","('Alan',)
('Alexander',)
('Andreas',)
('Baruch',)
('Charles',)
('Daniel',)
('Edward',)
('Frederic',)
('Frederick',)
('Gerald',)
('Gerard',)
('Howard',)
('Jacob',)
('James',)
('John',)
('John',)
('Jong-Shi',)
('Luigi',)
('Michael',)
('Michael',)
('Paul',)
('Rao',)
('Richard',)
('Russell',)
('Shih-Ping',)
('William',)
('Wilson',)
"
36,college_3,SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO  =  T2.DNO GROUP BY T2.DNO ORDER BY count(*) DESC LIMIT 1,Find the name of the department that has the biggest number of students minored in?,"('Mathematical Sciences',)
"
37,college_3,SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO  =  T2.DNO GROUP BY T2.DNO ORDER BY count(*) DESC LIMIT 1,What is the name of the department with the most students minoring in it?,"('Mathematical Sciences',)
"
38,college_3,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO  =  T2.DNO,Find the name of the department that has no students minored in?,"('Anthropology',)
('Biology',)
('Biomedical Engineering',)
('Chemistry',)
('Civil Engineering',)
('Classics',)
('Computer Science',)
('Economics',)
('English',)
('French',)
('Hispanic/Italian Studies',)
('History',)
('History of Art',)
('Mathematics',)
('Near Eastern Studies',)
('Philosophy',)
('Physics and Astronomy',)
('Psychology',)
"
39,college_3,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO  =  T2.DNO,What is the name of the department htat has no students minoring in it?,"('Anthropology',)
('Biology',)
('Biomedical Engineering',)
('Chemistry',)
('Civil Engineering',)
('Classics',)
('Computer Science',)
('Economics',)
('English',)
('French',)
('Hispanic/Italian Studies',)
('History',)
('History of Art',)
('Mathematics',)
('Near Eastern Studies',)
('Philosophy',)
('Physics and Astronomy',)
('Psychology',)
"
40,college_3,SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MEMBER_OF AS T2 ON T1.DNO  =  T2.DNO GROUP BY T2.DNO ORDER BY count(*) ASC LIMIT 1,Find the name of the department that has the fewest members.,"('Cognitive Science',)
"
41,college_3,SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MEMBER_OF AS T2 ON T1.DNO  =  T2.DNO GROUP BY T2.DNO ORDER BY count(*) ASC LIMIT 1,What is the name of the department with the fewest members?,"('Cognitive Science',)
"
