id,db_id,query,question,query_res
90,hospital_1,SELECT T1.name FROM physician AS T1 JOIN affiliated_with AS T2 ON T1.EmployeeID  =  T2.physician JOIN department AS T3 ON T2.department  =  T3.DepartmentID WHERE T3.name  =  'Surgery' OR T3.name  =  'Psychiatry',Find the name of physicians who are affiliated with Surgery or Psychiatry department.,"('Christopher Turk',)
('Todd Quinlan',)
('John Wen',)
('Molly Clock',)
"
91,hospital_1,SELECT T1.name FROM physician AS T1 JOIN affiliated_with AS T2 ON T1.EmployeeID  =  T2.physician JOIN department AS T3 ON T2.department  =  T3.DepartmentID WHERE T3.name  =  'Surgery' OR T3.name  =  'Psychiatry',Which physicians are affiliated with either Surgery or Psychiatry department? Give me their names.,"('Christopher Turk',)
('Todd Quinlan',)
('John Wen',)
('Molly Clock',)
"
92,hospital_1,SELECT name FROM patient EXCEPT SELECT T1.name FROM patient AS T1 JOIN Prescribes AS T2 ON T2.Patient  =  T1.SSN JOIN Medication AS T3 ON T2.Medication  =  T3.Code WHERE T3.name  =  'Procrastin-X',Find the names of patients who are not using the medication of Procrastin-X.,"('Dennis Doe',)
('Grace Ritchie',)
('Random J. Patient',)
"
93,hospital_1,SELECT name FROM patient EXCEPT SELECT T1.name FROM patient AS T1 JOIN Prescribes AS T2 ON T2.Patient  =  T1.SSN JOIN Medication AS T3 ON T2.Medication  =  T3.Code WHERE T3.name  =  'Procrastin-X',What are the names of patients who are not taking the medication of Procrastin-X.,"('Dennis Doe',)
('Grace Ritchie',)
('Random J. Patient',)
"
94,hospital_1,SELECT count(*) FROM patient WHERE SSN NOT IN ( SELECT T1.patient FROM Prescribes AS T1 JOIN Medication AS T2 ON T1.Medication  =  T2.Code WHERE T2.name  =  'Procrastin-X' ),Find the number of patients who are not using the medication of Procrastin-X.,"(3,)
"
95,hospital_1,SELECT count(*) FROM patient WHERE SSN NOT IN ( SELECT T1.patient FROM Prescribes AS T1 JOIN Medication AS T2 ON T1.Medication  =  T2.Code WHERE T2.name  =  'Procrastin-X' ),How many patients are not using Procrastin-X as medication?,"(3,)
"
96,hospital_1,SELECT count(*) FROM appointment,How many appointments are there?,"(9,)
"
97,hospital_1,SELECT count(*) FROM appointment,Count how many appointments have been made in total.,"(9,)
"
98,hospital_1,SELECT DISTINCT T1.name FROM nurse AS T1 JOIN on_call AS T2 ON T1.EmployeeID  =  T2.nurse,Find the names of nurses who are on call.,"('Carla Espinosa',)
('Laverne Roberts',)
('Paul Flowers',)
"
99,hospital_1,SELECT DISTINCT T1.name FROM nurse AS T1 JOIN on_call AS T2 ON T1.EmployeeID  =  T2.nurse,What are the distinct names of nurses on call?,"('Carla Espinosa',)
('Laverne Roberts',)
('Paul Flowers',)
"
